,question,answer,tags
269,34 List 10 use cases to be solved using NLP techniques?,"Sentiment Analysis
Language Translation (English to German, Chinese to English, etc)
Document Summarization
uestion Answering
Sentence Completion
Attribute extraction (Key information extraction from the documents)
Chatbot interactions
Topic classification
Intent extraction
Grammar or Sentence correction
Image captioning
Document Ranking
Natural Language inference
a True b False
Steve Nouri https://wwwlinkedincom/in/stevenouri/
Answer : a) Attention mechanisms in the Transformer model are used to model the relationship between all words and also provide weights to the most important word",[]
270,36 Which NLP model gives the best accuracy amongst the following?,"a BERT b XLNET c GPT-2 d ELMo
Answer : b) XLNET has given best accuracy amongst all the models It has outperformed BERT on 20 tasks and achieves state of art results on 18 tasks including sentiment analysis, question answering, natural language inference, etc
a BERT b EMMo c GPT
d XLNET
Answer : d) XLNET provides permutation-based language modelling and is a key difference from BERT In permutation language modeling, tokens are predicted in a random manner and not sequential The order of prediction is not necessarily left to right and can be right to left The original order of words is not changed but a prediction can be random
The conceptual difference between BERT and XLNET can be seen from the following diagram
a True
b False
a) Instead of embedding having to represent the absolute position of a word, Transformer XL uses an embedding to encode the relative distance between the words This embedding is used to compute the attention score between any 2 words that could be separated by n words before or after",[]
271,"39 What is Naive Bayes algorithm, When we can use this algorithm in NLP?","Naive Bayes algorithm is a collection of classifiers which works on the principles of the Bayes theorem This series of NLP model forms a family of algorithms that can be used for a wide range of classification tasks including sentiment prediction, filtering of spam, classifying documents and more
Naive Bayes algorithm converges faster and requires less training data Compared to other discriminative models like logistic regression, Naive Bayes model it takes lesser time to train This algorithm is perfect for use while working with multiple classes and text classification where the data is dynamic and changes frequently",[]
272,40 Explain Dependency Parsing in NLP?,"Steve Nouri https://wwwlinkedincom/in/stevenouri/
Dependency Parsing, also known as Syntactic parsing in NLP is a process of assigning syntactic structure to a sentence and identifying its dependency parses This process is crucial to understand the correlations between the head words in the syntactic structure
The process of dependency parsing can be a little complex considering how any sentence can have more than one dependency parses Multiple parse trees are known as ambiguities Dependency parsing needs to resolve these ambiguities in order to effectively assign a syntactic structure to a sentence
Dependency parsing can be used in the semantic analysis of a sentence apart from the syntactic structuring",[]
273,41 What is text Summarization?,"Text summarization is the process of shortening a long piece of text with its meaning and effect intact Text summarization intends to create a summary of any given piece of text and outlines the main points of the document This technique has improved in recent times and is capable of summarizing volumes of text successfully
Text summarization has proved to a blessing since machines can summarise large volumes of text in no time which would otherwise be really time-consuming There are two types of text summarization:
Extraction-based summarization
Abstraction-based summarization",[]
274,42 What is NLTK? How is it different from Spacy?,"NLTK or Natural Language Toolkit is a series of libraries and programs that are used for symbolic and statistical natural language processing This toolkit contains some of the most powerful libraries that can work on different ML techniques to break down and understand human language NLTK is used for Lemmatization, Punctuation, Character count, Tokenization, and Stemming The difference between NLTK and Spacey are as follows:
While NLTK has a collection of programs to choose from, Spacey contains only the best- suited algorithm for a problem in its toolkit
NLTK supports a wider range of languages compared to Spacey (Spacey supports only 7 languages)
While Spacey has an object-oriented library, NLTK has a string processing library
Spacey can support word vectors while NLTK cannot",[]
275,43 What is information extraction?,"Information extraction in the context of Natural Language Processing refers to the technique of extracting structured information automatically from unstructured sources to ascribe meaning to it This can include extracting information regarding attributes of entities, relationship between different entities and more The various models of information extraction includes:
Tagger Module
Relation Extraction Module
Fact Extraction Module
Entity Extraction Module
Steve Nouri https://wwwlinkedincom/in/stevenouri/
Sentiment Analysis Module
Network Graph Module
Document Classification & Language Modeling Module",[]
276,44 What is Bag of Words?,Bag of Words is a commonly used model that depends on word frequencies or occurrences to train a classifier This model creates an occurrence matrix for documents or sentences irrespective of its grammatical structure or word order,[]
277,45 What is Pragmatic Ambiguity in NLP?,"Pragmatic ambiguity refers to those words which have more than one meaning and their use in any sentence can depend entirely on the context Pragmatic ambiguity can result in multiple interpretations of the same sentence More often than not, we come across sentences which have words with multiple meanings, making the sentence open to interpretation This multiple interpretation causes ambiguity and is known as Pragmatic ambiguity in NLP",[]
278,46 What is a Masked Language Model?,Masked language models help learners to understand deep representations in downstream tasks by taking an output from the corrupt input This model is often used to predict the words to be used in a sentence,[]
279,48 What are the best NLP Tools?,"Some of the best NLP tools from open sources are:
SpaCy
TextBlob
Textacy
Natural language Toolkit
Retext
NLPjs
Stanford NLP
CogcompNLP",[]
280,49 What is POS tagging?,"Parts of speech tagging better known as POS tagging refers to the process of identifying specific words in a document and group them as part of speech, based on its context POS tagging is also known as grammatical tagging since it involves understanding grammatical structures and identifying the respective component
POS tagging is a complicated process since the same word can be different parts of speech depending on the context The same generic process used for word mapping is quite ineffective for POS tagging because of the same reason",[]
281,50 What is NES?,"Name entity recognition is more commonly known as NER is the process of identifying specific entities in a text document which are more informative and have a unique context These often denote places, people, organisations, and more Even though it seems like these entities are
Steve Nouri https://wwwlinkedincom/in/stevenouri/
proper nouns, the NER process is far from identifying just the nouns In fact, NER involves entity chunking or extraction wherein entities are segmented to categorise them under different predefined classes This step further helps in extracting information",[]
282,51 Explain the Masked Language Model?,Masked language modelling is the process in which the output is taken from the corrupted input This model helps the learners to master the deep representations in downstream tasks You can predict a word from the other words of the sentence using this model,[]
283,52 What is pragmatic analysis in NLP?,"Pragmatic Analysis: It deals with outside word knowledge, which means knowledge that is external to the documents and/or queries Pragmatics analysis that focuses on what was described is reinterpreted by what it actually meant, deriving the various aspects of language that require real-world knowledge",[]
284,53 What is perplexity in NLP?,"The word ""perplexed"" means ""puzzled"" or ""confused"", thus Perplexity in general means the inability to tackle something complicated and a problem that is not specified Therefore, Perplexity in NLP is a way to determine the extent of uncertainty in predicting some text
In NLP, perplexity is a way of evaluating language models Perplexity can be high and low; Low perplexity is ethical because the inability to deal with any complicated problem is less while high perplexity is terrible because the failure to deal with a complicated is high",[]
285,54 What is ngram in NLP?,"N-gram in NLP is simply a sequence of n words, and we also conclude the sentences which appeared more frequently, for example, let us consider the progression of these three words:
New York (2 gram)
The Golden Compass (3 gram)
She was there in the hotel (4 gram)
Now from the above sequence, we can easily conclude that sentence (a) appeared more frequently than the other two sentences, and the last sentence(c) is not seen that often Now if we assign probability in the occurrence of an n-gram, then it will be advantageous It would help in making next-word predictions and in spelling error corrections
Steve Nouri https://wwwlinkedincom/in/stevenouri/",[]
286,56 Why self-attention is awesome?,"In terms of computational complexity, self-attention layers are faster than recurrent layers when the sequence length n is smaller than the representation dimensionality d, which is most often the case with sentence representations used by state-of-the-art models in machine translations, such as word-piece and byte-pair representations  from Attention is all you need",[]
287,57 What are stop words?,"Stop words are said to be useless data for a search engine Words such as articles, prepositions, etc are considered as stop words There are stop words such as was, were, is, am, the, a, an, how, why, and many more In Natural Language Processing, we eliminate the stop words to understand and analyze the meaning of a sentence The removal of stop words is one of the most important tasks for search engines Engineers design the algorithms of search engines in such a way that they ignore the use of stop words This helps show the relevant search result for a query",[]
288,58 What is Latent Semantic Indexing (LSI)?,"Steve Nouri https://wwwlinkedincom/in/stevenouri/
Latent semantic indexing is a mathematical technique used to improve the accuracy of the information retrieval process The design of LSI algorithms allows machines to detect the hidden (latent) correlation between semantics (words) To enhance information understanding, machines generate various concepts that associate with the words of a sentence
The technique used for information understanding is called singular value decomposition It is generally used to handle static and unstructured data The matrix obtained for singular value decomposition contains rows for words and columns for documents This method best suits to identify components and group them according to their types
The main principle behind LSI is that words carry a similar meaning when used in a similar context Computational LSI models are slow in comparison to other models However, they are good at contextual awareness that helps improve the analysis and understanding of a text or a document",[]
289,60 What are Regular Expressions?,"A regular expression is used to match and tag words It consists of a series of characters for matching strings
Suppose, if A and B are regular expressions, then the following are true for them:
If {} is a regular language, then  is a regular expression for it
If A and B are regular expressions, then A
B is also a regular expression within the
language {A, B}
If A and B are regular expressions, then the concatenation of A and B (AB) is a regular
expression
If A is a regular expression, then A* (A occurring multiple times) is also a regular
expression",[]
290,"61 What are unigrams, bigrams, trigrams, and n-grams in NLP?","When we parse a sentence one word at a time, then it is called a unigram The sentence parsed two words at a time is a bigram
When the sentence is parsed three words at a time, then it is a trigram Similarly, n-gram refers to the parsing of n words at a time
Example: To understand unigrams, bigrams, and trigrams, you can refer to the below diagram:",[]
291,62 What are the steps involved in solving an NLP problem?,"Below are the steps involved in solving an NLP problem:
Steve Nouri https://wwwlinkedincom/in/stevenouri/",[]
292,"63 There have some various common elements of natural language processing Those elements are very important for understanding NLP properly, can you please explain the same in details with an example?","Answer:
There have a lot of components normally using by natural language processing (NLP) Some of the major components are explained below:
Extraction of Entity: It actually identifying and extracting some critical data from the available information which help to segmentation of provided sentence on identifying each entity It can help in identifying one human that its fictional or real, same kind of reality identification for any organization, events or any geographic location etc
The analysis in a syntactic way: it mainly helps for maintaining ordering properly of the available words
This is the basic NLP Interview
uestions asked in an interview There have some several factors available in case of explaining natural language processing Some of the key factors are given below:
Vectors and Weights: Google Word vectors, length of TF-IDF, varieties documents, word vectors, TF-IDF
Structure of Text: Named Entities, tagging of part of speech, identifying the head of the sentence
Analysis of sentiment: Know about the features of sentiment, entities available for the sentiment, sentiment common dictionary
Classification of Text: Learning supervising, set off a train, set of validation in Dev, Set of define test, a feature of the individual text, LDA
Reading of Machine Language: Extraction of the possible entity, linking with an individual entity, DBpedia, some libraries like Pikes or FRED
Word2Vec embeds words in a lower-dimensional vector space using a shallow neural network The result is a set of word-vectors where vectors close together in vector space have similar meanings based on context, and word-vectors distant to each other have differing meanings For example, apple and orange would be close together and apple and gravity would be relatively far
Steve Nouri https://wwwlinkedincom/in/stevenouri/
There are two versions of this model based on skip-grams (SG) and continuous-bag-of-words (CBOW)",[]
293,66 What are the metrics used to test an NLP model?,"Accuracy, Precision, Recall and F1 Accuracy is the usual ratio of the prediction to the desired output But going just be accuracy is naive considering the complexities involved",[]
294,67 What are some ways we can preprocess text input?,"Here are several preprocessing steps that are commonly used for NLP tasks:
case normalization: we can convert all input to the same case (lowercase or uppercase)
as a way of reducing our text to a more canonical form
punctuation/stop word/white space/special characters removal: if we dont think these
words or characters are relevant, we can remove them to reduce the feature space
lemmatizing/stemming: we can also reduce words to their inflectional forms (ie walks
walk) to further trim our vocabulary
generalizing irrelevant information: we can replace all numbers with a <NUMBER> token
or all names with a <NAME> token",[]
295,68 How does the encoder-decoder structure work for language modelling?,"The encoder-decoder structure is a deep learning model architecture responsible for several state of the art solutions, including Machine Translation
The input sequence is passed to the encoder where it is transformed to a fixed-dimensional vector representation using a neural network The transformed input is then decoded using another neural network Then, these outputs undergo another transformation and a softmax layer The final output is a vector of probabilities over the vocabularies Meaningful information is extracted based on these probabilities",[]
296,69 What are attention mechanisms and why do we use them?,"This was a followup to the encoder-decoder question Only the output from the last time step is passed to the decoder, resulting in a loss of information learned at previous time steps This information loss is compounded for longer text sequences with more time steps
Attention mechanisms are a function of the hidden weights at each time step When we use attention in encoder-decoder networks, the fixed-dimensional vector passed to the decoder becomes a function of all vectors outputted in the intermediary steps
Two commonly used attention mechanisms are additive attention and multiplicative attention As the names suggest, additive attention is a weighted sum while multiplicative attention is a weighted multiplier of the hidden weights During the training process, the model also learns weights for the attention mechanisms to recognize the relative importance of each time step",[]
297,"70 How would you implement an NLP system as a service, and what are some pitfalls you might face in production?","This is less of a NLP question than a question for productionizing machine learning models There are however certain intricacies to NLP models
Steve Nouri https://wwwlinkedincom/in/stevenouri/
Without diving too much into the productionization aspect, an ideal Machine Learning service will have:
endpoint(s) that other business systems can use to make inference
a feedback mechanism for validating model predictions
a database to store predictions and ground truths from the feedback
a workflow orchestrator which will (upon some signal) re-train and load the new model for
serving based on the records from the database
any prior training data
some form of model version control to facilitate rollbacks in case of bad deployments
post-production accuracy and error monitoring",[]
298,71 How can we handle misspellings for text input?,"By using word embeddings trained over a large corpus (for instance, an extensive web scrape of billions of words), the model vocabulary would include common misspellings by design The model can then learn the relationship between misspelled and correctly spelled words to recognize their semantic similarity
We can also preprocess the input to prevent misspellings Terms not found in the model
vocabulary can be mapped to the closest vocabulary term using:
edit distance between strings
phonetic distance between word pronunciations
keyword distance to catch common typos",[]
299,72 Which of the following models can perform tweet classification with regards to context mentioned above?,"A) Naive Bayes
B) SVM
C) None of the above
Solution: (C)
Since, you are given only the data of tweets and no other information, which means there is no target variable present One cannot train a supervised learning model, both svm and naive bayes are supervised learning techniques",[]
300,"73 You have created a document term matrix of the data, treating every tweet as one document Which of the following is correct, in regards to document term matrix?","Steve Nouri https://wwwlinkedincom/in/stevenouri/
B) Only 2
C) Only 3
D) 1 and 2
E) 2 and 3
F) 1, 2 and 3
Solution: (D)
Choices A and B are correct because stopword removal will decrease the number of features in the matrix, normalization of words will also reduce redundant features, and, converting all words to lowercase will also decrease the dimensionality",[]
301,74 Which of the following features can be used for accuracy improvement of a classification model?,"A) Frequency count of terms
B) Vector Notation of sentence
C) Part of Speech Tag
D) Dependency Grammar
E) All of these
Solution: (E)
All of the techniques can be used for the purpose of engineering features in a model",[]
302,75 What percentage of the total statements are correct with regards to Topic Modeling?,"A) 0
B) 25
C) 50
D) 75
E) 100
Solution: (A)
LDA is unsupervised learning model, LDA is latent Dirichlet allocation, not Linear discriminant analysis Selection of the number of topics is directly proportional to the size of the data, while number of topic terms is not directly proportional to the size of the data Hence none of the statements are correct
Steve Nouri https://wwwlinkedincom/in/stevenouri/
A) Alpha: number of topics within documents, beta: number of terms within topics False
B) Alpha: density of terms generated within topics, beta: density of topics generated within terms False
C) Alpha: number of topics within documents, beta: number of terms within topics False
D) Alpha: density of topics generated within documents, beta: density of terms generated within topics True
Solution: (D)
Option D is correct",[]
303,77 What is the problem with ReLu?,"Exploding gradient(Solved by gradient clipping)
Dying ReLu  No learning if the activation is 0 (Solved by parametric relu)
Mean and variance of activations is not 0 and 1(Partially solved by subtracting around 05
from activation Better explained in fastai videos)",[]
304,78 What is the difference between learning latent features using SVD and getting embedding vectors using deep network?,SVD uses linear combination of inputs while a neural network uses nonlinear combination,[]
305,79 What is the information in the hidden and cell state of LSTM?,"Hidden stores all the information till that time step and cell state stores particular information that might be needed in the future time step
Number of parameters in an LSTM model with bias
h2
h) where is input vectors size and h is output vectors size aka hidden
The point to see here is that mh dictates the model size as m>>h Hence it's important to have a small vocab
Time complexity of LSTM
seq_length*hidden2
Time complexity of transfomer
seq_length2*hidden
When hidden size is more than the seq_length(which is normally the case), transfomer is faster than LSTM",[]
306,80 When is self-attention not faster than recurrent layers?,When the sequence length is greater than the representation dimensions This is rare,[]
307,81 What is the benefit of learning rate warm-up?,"Steve Nouri https://wwwlinkedincom/in/stevenouri/
Learning rate warm-up is a learning rate schedule where you have low (or lower) learning rate at the beginning of training to avoid divergence due to unreliable gradients at the beginning As the model becomes more stable, the learning rate would increase to speed up convergence",[]
308,82 Whats the difference between hard and soft parameter sharing in multi-task learning?,Hard sharing is where we train for all the task at the same time and update our weights using all the losses whereas soft sharing is where we train for one task at a time,[]
309,83 Whats the difference between BatchNorm and LayerNorm?,"BatchNorm computes the mean and variance at each layer for every minibatch whereas LayerNorm computes the mean and variance for every sample for each layer independently Batch normalisation allows you to set higher learning rates, increasing speed of training as it reduces the unstability of initial starting weights",[]
310,84 Difference between BatchNorm and LayerNorm?,"BatchNorm  Compute the mean and var at each layer for every minibatch
LayerNorm  Compute the mean and var for every single sample for each layer independently",[]
311,85 Why does the transformer block have LayerNorm instead of BatchNorm?,"Looking at the advantages of LayerNorm, it is robust to batch size and works better as it works at the sample level and not batch level",[]
312,86 What changes would you make to your deep learning code if you knew there are errors in your training data?,"We can do label smoothening where the smoothening value is based on % error If any particular class has known error, we can also use class weights to modify the loss
LM tuning with task text
Weight dropout
Discriminative learning rates for layers
Gradual unfreezing of layers
Slanted triangular learning rate schedule
This can be followed up with a question on explaining how they help
ALBERT v2  This throws a light on the fact that a lot of assumptions we take for granted are not necessarily true The regularisation effect of parameter sharing in ALBERT is so strong that dropouts are not needed (ALBERT v1 had dropouts)
Steve Nouri https://wwwlinkedincom/in/stevenouri/
Layer normalization was moved to the input of each sub-block, similar to a residual unit of type building block (differently from the original type bottleneck, it has batch normalization applied before weight layers)
An additional layer normalization was added after the final self-attention block
A modified initialization was constructed as a function of the model depth
The weights of residual layers were initially scaled by a factor of 1/n where n is the
number of residual layers
Use larger vocabulary size and context size",[]
313,90 What are the differences between GPT and BERT?,"GPT is not bidirectional and has no concept of masking
BERT adds next sentence prediction task in training and so it also has a segment
embedding",[]
314,91 What are the differences between BERT and ALBERT v2?,"Embedding matrix factorisation(helps in reducing no of parameters)
No dropout
Parameter sharing(helps in reducing no of parameters and regularisation)",[]
315,92 How does parameter sharing in ALBERT affect the training and inference time?,No effect Parameter sharing just decreases the number of parameters,[]
316,93 How would you reduce the inference time of a trained NN model?,"Serve on GPU/TPU/FPGA
Pruning to reduce parameters
Knowledge distillation (To a smaller transformer model or simple neural network)
Hierarchical softmax/Adaptive softmax
You can also cache results as explained here",[]
317,94 Would you use BPE with classical models?,"Of course! BPE is a smart tokeniser and it can help us get a smaller vocabulary which can help us find a model with less parameters
Get top k results with TF-IDF similarity and then rank results with
semantic encoding
cosine similarity
a model trained for ranking
Steve Nouri https://wwwlinkedincom/in/stevenouri/
semantic encoding
cosine similarity
a model trained for ranking",[]
318,97 How would you make a sentiment classifier?,"This is a trick question The interviewee can say all things such as using transfer learning and latest models but they need to talk about having a neutral class too otherwise you can have really good accuracy/f1 and still, the model will classify everything into positive or negative
The truth is that a lot of news is neutral and so the training needs to have this class The interviewee should also talk about how he will create a dataset and his training strategies like the selection of language model, language model fine-tuning and using various datasets for multi- task learning",[]
319,98 What is the difference between regular expression and regular grammar?,"A regular expression is the representation of natural language in the form of mathematical expressions containing a character sequence On the other hand, regular grammar is the generator of natural language, defining a set of defined rules and syntax which the strings in the natural language must follow",[]
320,99 Why should we use Batch Normalization?,"Once the interviewer has asked you about the fundamentals of deep learning architectures, they
would move on to the key topic of improving your deep learning models performance
Batch Normalization is one of the techniques used for reducing the training time of our deep learning algorithm Just like normalizing our input helps improve our logistic regression model, we can normalize the activations of the hidden layers in our deep learning model as well:",[]
321,100 How is backpropagation different in RNN compared to ANN?,"In Recurrent Neural Networks, we have an additional loop at each node:
This loop essentially includes a time component into the network as well This helps in capturing sequential information from the data, which could not be possible in a generic artificial neural network
This is why the backpropagation in RNN is called Backpropagation through Time, as in backpropagation at each time step
Steve Nouri https://wwwlinkedincom/in/stevenouri/
Top 100
uestions on Computer Vision
By Steve Nouri",[]
322,1 Which of the following is a challenge when dealing with computer vision problems?,"Variations due to geometric changes (like pose, scale, etc), Variations due to photometric factors (like illumination, appearance, etc) and Image occlusion All the above-mentioned options are challenges in computer vision",[]
323,"2 Consider an image with width and height as 100100 Each pixel in the image can have a color from Grayscale, ie values How much space would this image require for storing?",The answer will be 8x100x100 because 8 bits will be required to represent a number from 0-256,[]
324,3 Why do we use convolutions for images rather than just FC layers?,"Firstly, convolutions preserve, encode, and actually use the spatial information from the image If we used only FC layers we would have no relative spatial information Secondly, Convolutional Neural Networks (CNNs) have a partially built-in translation in-variance, since each convolution kernel acts as it's own filter/feature detector",[]
325,4 What makes CNNs translation-invariant?,"As explained above, each convolution kernel acts as it's own filter/feature detector So let's say you're doing object detection, it doesn't matter where in the image the object is since we're going to apply the convolution in a sliding window fashion across the entire image anyways",[]
326,5 Why do we have max-pooling in classification CNNs?,for a role in Computer Vision Max-pooling in a CNN allows you to reduce computation since your feature maps are smaller after the pooling You don't lose too much semantic information since you're taking the maximum activation There's also a theory that max-pooling contributes a bit to giving CNNs more translation in-variance Check out this great video from Andrew Ng on the benefits of max-pooling,[]
327,6 Why do segmentation CNNs typically have an encoder-decoder style/structure?,"The encoder CNN can basically be thought of as a feature extraction network, while the decoder uses that information to predict the image segments by ""decoding"" the features and upscaling to the original image size
Steve Nouri",[]
328,7 What is the significance of Residual Networks?,"The main thing that residual connections did was allow for direct feature access from previous layers This makes information propagation throughout the network much easier One very interesting paper about this shows how using local skip connections gives the network a type of ensemble multi-path structure, giving features multiple paths to propagate throughout the network",[]
329,8 What is batch normalization and why does it work?,"Training Deep Neural Networks is complicated by the fact that the distribution of each layer's inputs changes during training, as the parameters of the previous layers change The idea is then to normalize the inputs of each layer in such a way that they have a mean output activation of zero and a standard deviation of one This is done for each individual mini-batch at each layer ie compute the mean and variance of that mini-batch alone, then normalize This is analogous to how the inputs to networks are standardized How does this help? We know that normalizing the inputs to a network helps it learn But a network is just a series of layers, where the output of one layer becomes the input to the next That means we can think of any layer in a neural network as the first layer of a smaller subsequent network Thought of as a series of neural networks feeding into each other, we normalize the output of one layer before applying the activation function and then feed it into the following layer (sub-network)",[]
330,9 Why would you use many small convolutional kernels such as 3x3 rather than a few large ones?,"This is very well explained in the VGGNet paper There are 2 reasons: First, you can use several smaller kernels rather than few large ones to get the same receptive field and capture more spatial context, but with the smaller kernels you are using less parameters and computations Secondly, because with smaller kernels you will be using more filters, you'll be able to use more activation functions and thus have a more discriminative mapping function being learned by your CNN",[]
331,10 What is Precision?,"Precision (also called positive predictive value) is the fraction of relevant instances among the retrieved instances
Precision = true positive / (true positive
false positive)",[]
332,11 What is Recall?,"Recall (also known as sensitivity) is the fraction of relevant instances that have been retrieved over the total amount of relevant instances Recall = true positive / (true positive
false negative)
It is the weighted average of precision and recall It considers both false positive and false
negatives into account It is used to measure the models performance
Steve Nouri
F1-Score = 2 * (precision * recall) / (precision
recall)",[]
333,13 What is cost function?,"The cost function is a scalar function that
uantifies the error factor of the Neural Network Lower the cost function better than the Neural network Eg: MNIST Data set to classify the image, the input image is digit 2 and the Neural network wrongly predicts it to be 3
Linear Neuron
Binary Threshold Neuron
Stochastic Binary Neuron
Sigmoid Neuron
Tanh function
Rectified Linear Unit (ReLU)
The learning rate is a hyper-parameter that controls how much we are adjusting the weights of our network with respect to the loss gradient",[]
334,16 What is Momentum (wrt NN optimization)?,"Momentum lets the optimization algorithm remembers its last step, and adds some proportion of it to the current step This way, even if the algorithm is stuck in a flat region, or a small local minimum, it can get out and continue towards the true minimum",[]
335,17 What is the difference between Batch Gradient Descent and Stochastic Gradient Descent?,"Batch gradient descent computes the gradient using the whole dataset This is great for convex or relatively smooth error manifolds In this case, we move somewhat directly towards an optimum solution, either local or global Additionally, batch gradient descent, given an annealed learning rate, will eventually find the minimum located in its basin of attraction
Stochastic gradient descent (SGD) computes the gradient using a single sample SGD works well (Not well, I suppose, but better than batch gradient descent) for error manifolds that have lots of local maxima/minima In this case, the somewhat noisier gradient calculated using the reduced number of samples tends to jerk the model out of local minima into a region that hopefully is more optimal
Epoch: one forward pass and one backward pass of all the training examples Batch: examples processed together in one pass (forward and backward) Iteration: number of training examples / Batch size
Steve Nouri",[]
336,19 What is the vanishing gradient?,"As we add more and more hidden layers, backpropagation becomes less and less useful in passing information to the lower layers In effect, as information is passed back, the gradients begin to vanish and become small relative to the weights of the networks",[]
337,20 What are dropouts?,"Dropout is a simple way to prevent a neural network from overfitting It is the dropping out of some of the units in a neural network It is similar to the natural reproduction process, where nature produces offsprings by combining distinct genes (dropping out others) rather than strengthening the co-adapting of them",[]
338,"21 Can you explain the differences between supervised, unsupervised, and reinforcement learning?","In supervised learning, we train a model to learn the relationship between input data and output data We need to have labeled data to be able to do supervised learning
With unsupervised learning, we only have unlabeled data The model learns a representation of the data Unsupervised learning is frequently used to initialize the parameters of the model when we have a lot of unlabeled data and a small fraction of labeled data We first train an unsupervised model and, after that, we use the weights of the model to train a supervised model In reinforcement learning, the model has some input data and a reward depending on the output of the model The model learns a policy that maximizes the reward Reinforcement learning has been applied successfully to strategic games such as Go and even classic Atari video games",[]
339,22 What is data augmentation? Can you give some examples?,"Data augmentation is a technique for synthesizing new data by modifying existing data in such a way that the target is not changed, or it is changed in a known way Computer vision is one of the fields where data augmentation is very useful There are many modifications that we can do to images:
Resize
Horizontal or vertical flip
Rotate, Add noise, Deform
Modify colors Each problem needs a customized data augmentation pipeline For
example, on OCR, doing flips will change the text and wont be beneficial; however, resizes and small rotations may help",[]
340,23 What are the components of GAN?,"Generator
Discriminator",[]
341,24 Whats the difference between a generative and discriminative model?,"A generative model will learn categories of data while a discriminative model will simply learn the distinction between different categories of data Discriminative models will generally outperform generative models on classification tasks
Steve Nouri",[]
342,25 What is Linear Filtering?,"Linear filtering is a neighborhood operation, which means that the output of a pixels value is decided by the weighted sum of the values of the input pixels",[]
343,26 How can you achieve Blurring through Gaussian Filter?,This is the most common technique for blurring or smoothing an image This filter improves the resulting pixel found at the center and slowly minimizes the effects as pixels move away from the center This filter can also help in removing noise in an image,[]
344,27 What is Non-Linear Filtering? How it is used?,"Linear filtering is easy to use and implement In some cases, this method is enough to get the necessary output However, an increase in performance can be obtained through non-linear filtering Through non-linear filtering, we can have more control and achieve better results when we encounter a more complex computer vision task
The median filter is an example of a non-linear filtering technique This technique is commonly used for minimizing the noise in an image It operates by inspecting the image pixel by pixel and taking the place of each pixels value with the value of the neighboring pixel median
Some techniques in detecting and matching features are:
Lucas-Kanade
Harris
Shi-Tomasi
SUSAN (smallest uni value segment assimilating nucleus)
MSER (maximally stable extremal regions)
SIFT (scale-invariant feature transform)
HOG (histogram of oriented gradients)
FAST (features from accelerated segment test)
SURF (speeded-up robust features)
SIFT solves the problem of detecting the corners of an object even if it is scaled Steps to implement this algorithm:
Scale-space extrema detection  This step will identify the locations and scales that can still be recognized from different angles or views of the same object in an image
Keypoint localization  When possible key points are located, they would be refined to get accurate results This would result in the elimination of points that are low in contrast or points that have edges that are deficiently localized
Orientation assignment  In this step, a consistent orientation is assigned to each key point to attain invariance when the image is being rotated
Keypoint matching  In this step, the key points between images are now linked to recognizing their nearest neighbors
Steve Nouri",[]
345,30 Why Speeded-Up Robust Features (SURF) came into existence?,"SURF was introduced to as a speed-up version of SIFT Though SIFT can detect and describe key points of an object in an image, still this algorithm is slow",[]
346,31 What is Oriented FAST and rotated BRIEF (ORB)?,"This algorithm is a great possible substitute for SIFT and SURF, mainly because it performs better in computation and matching It is a combination of fast keypoint detector and brief descriptor, which contains a lot of alterations to improve performance It is also a great alternative in terms of cost because the SIFT and SURF algorithms are patented, which means that you need to buy them for their utilization",[]
347,32 What is image segmentation?,"In computer vision, segmentation is the process of extracting pixels in an image that is related Segmentation algorithms usually take an image and produce a group of contours (the boundary of an object that has well-defined edges in an image) or a mask where a set of related pixels are assigned to a unique color value to identify it
Popular image segmentation techniques:
Active contours
Level sets
Graph-based merging
Mean Shift
Texture and intervening contour-based normalized cuts",[]
348,33 What is the purpose of semantic segmentation?,"The purpose of semantic segmentation is to categorize every pixel of an image to a certain class or label In semantic segmentation, we can see what is the class of a pixel by simply looking directly at the color, but one downside of this is that we cannot identify if two colored masks belong to a certain object
In semantic segmentation, the only thing that matters to us is the class of each pixel This would somehow lead to a problem that we cannot identify if that class belongs to the same object or not Semantic segmentation cannot identify if two objects in an image are separate entities So to solve this problem, instance segmentation was created This segmentation can identify two different objects of the same class For example, if an image has two sheep in it, the sheep will be detected and masked with different colors to differentiate what instance of a class they belong to",[]
349,35 How is panoptic segmentation different from semantic/instance segmentation?,"Panoptic segmentation is basically a union of semantic and instance segmentation In panoptic segmentation, every pixel is classified by a certain class and those pixels that have several instances of a class are also determined For example, if an image has two cars, these cars will
Steve Nouri
be masked with different colors These colors represent the same class  car  but point to different instances of a certain class
Recognition is one of the toughest challenges in the concepts in computer vision Why is
recognition hard? For the human eyes, recognizing an objects features or attributes would be
very easy Humans can recognize multiple objects with very small effort However, this does not apply to a machine It would be very hard for a machine to recognize or detect an object because these objects vary They vary in terms of viewpoints, sizes, or scales Though these things are still challenges faced by most computer vision systems, they are still making advancements or approaches for solving these daunting tasks",[]
350,37 What is Object Recognition?,"Object recognition is used for indicating an object in an image or video This is a product of machine learning and deep learning algorithms Object recognition tries to acquire this innate human ability, which is to understand certain features or visual detail of an image",[]
